path,tracked/untracked,code/evidence/candidate/temp/cache/config,required for reproducibility?,contains secrets?,should commit?,target logical commit,reason
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116147.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116148.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116206.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116207.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116208.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116209.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116210.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116211.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/lidar/middle_lidar_old/00116212.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/meta/world_snapshots.jsonl,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/recorder_manifest.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_left_camera/00116142.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_left_camera/00116143.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_left_camera/00116144.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_left_camera/00116145.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_left_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_left_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_left_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_left_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116142.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116143.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116144.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116145.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116146.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/back_right_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_left_camera/00116142.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_left_camera/00116143.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_left_camera/00116144.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_left_camera/00116145.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_left_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_left_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_left_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_right_camera/00116142.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_right_camera/00116143.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_right_camera/00116144.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_right_camera/00116145.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_right_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_right_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_right_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/front_right_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/left_camera/00116142.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/left_camera/00116143.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/left_camera/00116144.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/left_camera/00116145.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/left_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/left_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/left_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/left_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/right_camera/00116142.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/right_camera/00116143.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/right_camera/00116144.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/right_camera/00116145.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/right_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/right_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/right_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rgb/right_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/rig_validation.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/run_info.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_back_left_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_back_left_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_back_left_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_back_left_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_back_right_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_back_right_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_back_right_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_back_right_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_front_left_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_front_left_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_front_left_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_front_left_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_front_right_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_front_right_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_front_right_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_front_right_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_left_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_left_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_left_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_right_camera/00116206.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_right_camera/00116207.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_right_camera/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/semseg_raw/semseg_right_camera/00116209.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/sensor_rig_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/sensor_transforms.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/thesis_rig_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording/tick_watchdog.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/recording_summary.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/rig_verification.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/run_info.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/scene_readiness_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/screenshot_result.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/screenshots/00116142.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/screenshots/00116145.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/screenshots/00116208.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/screenshots/camera_front.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/screenshots/lidar_bev.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/sensor_rig_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/spawn_sanity_objects_stderr.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/spawn_sanity_objects_stdout.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/timeout_diagnostics.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_pre_semseg_fix_20260309_2058/write_integrity_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/_normalized_input.xodr,untracked,candidate,yes,no,yes,D2,repaired candidate and map verification reports
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/camera_front.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/carla_screenshot_once_stderr.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/carla_screenshot_once_stdout.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/carla_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/ego_spawn.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/forward_alignment_diagnostics.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/lidar_bev.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/lidar_on_rgb_overlay.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/objects_placed.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/objects_placed.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/pair_manifest.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/perception_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/qa_spawn_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/real_u_proxy_metrics.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/record_route_stderr.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/record_route_stdout.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recorder_manifest.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/ego_spawn.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar/00116226.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar/00116227.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar/00116228.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar/00116229.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar/00116230.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar/00116231.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar/00116232.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar_old/00116226.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar_old/00116227.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar_old/00116228.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar_old/00116229.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar_old/00116230.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar_old/00116231.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/lidar/middle_lidar_old/00116232.ply,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/meta/world_snapshots.jsonl,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
