osm_id,classification,c2b_disposition,alignment,length_m,road_id,lane_id,aligned_run_m,mean_eff_dist_m,proof
28124884,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 45747/-2 aligned 10.0 m,69.25,45747,-2,10.0,2.439,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28132247,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 40330/-2 aligned 8.0 m,190.63,40330,-2,8.0,2.316,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28132782,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41722/-2 aligned 12.0 m,83.08,41722,-2,12.0,2.646,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28132783,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,48.18,48656,-3,10.0,2.889,"runs inside existing sidewalk lane 48656/-3 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
28132784,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 59696/-2 aligned 10.0 m,366.13,59696,-2,10.0,2.534,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28133043,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,487.68,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28133050,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,309.72,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28133052,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,19.0,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28133053,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,18.25,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28133060,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,355.23,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28156185,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 63658/-2 aligned 10.0 m,258.39,63658,-2,10.0,2.857,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28161039,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 48029/-2 aligned 10.0 m,95.95,48029,-2,10.0,2.697,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28162413,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,67.43,46293,-3,16.0,2.678,"runs inside existing sidewalk lane 46293/-3 (s=0.0 m, w=2.8 m) for 16.0 m; lane already present - nothing new authored (no duplication)"
28218272,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 47064/-2 aligned 12.0 m,70.24,47064,-2,12.0,2.296,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28219286,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49338/-2 aligned 4.0 m,34.03,49338,-2,4.0,2.948,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28219288,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49319/-4 aligned 4.0 m,34.93,49319,-4,4.0,2.854,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28219707,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,109.33,47499,-2,22.0,2.543,"runs inside existing sidewalk lane 47499/-2 (s=0.0 m, w=2.8 m) for 22.0 m; lane already present - nothing new authored (no duplication)"
28220961,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 47542/-2 aligned 10.0 m,363.53,47542,-2,10.0,2.824,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28222017,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 66414/-2 aligned 12.0 m,599.15,66414,-2,12.0,2.724,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28268793,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,439.69,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28268794,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,151.14,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28268796,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49478/-3 aligned 2.0 m,20.11,49478,-3,2.0,4.203,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28268801,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,123.74,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28268805,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,120.55,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28268962,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,21.82,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28268999,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 40454/-2 aligned 18.0 m,100.52,40454,-2,18.0,2.003,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28269017,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,28.83,44983,-2,10.0,2.669,"runs inside existing sidewalk lane 44983/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
28269116,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,295.97,47956,-4,96.0,1.907,"runs inside existing sidewalk lane 47956/-4 (s=0.0 m, w=2.8 m) for 96.0 m; lane already present - nothing new authored (no duplication)"
28269245,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 46417/-2 aligned 10.0 m,187.4,46417,-2,10.0,2.878,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28269333,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,64.84,43806,-2,48.0,2.908,"runs inside existing sidewalk lane 43806/-2 (s=0.0 m, w=2.8 m) for 48.0 m; lane already present - nothing new authored (no duplication)"
28269754,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42239/-4 aligned 14.0 m,375.69,42239,-4,14.0,2.913,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28270033,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 68416/-2 aligned 10.0 m,455.63,68416,-2,10.0,2.659,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28319420,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 64176/-2 aligned 14.0 m,91.34,64176,-2,14.0,3.23,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28367004,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,36.99,49697,-3,40.0,1.795,"runs inside existing sidewalk lane 49697/-3 (s=0.0 m, w=2.8 m) for 40.0 m; lane already present - nothing new authored (no duplication)"
28367027,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44231/-2 aligned 8.0 m,18.28,44231,-2,8.0,2.347,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28367028,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44939/-2 aligned 8.0 m,44.52,44939,-2,8.0,2.286,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28367089,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42590/-2 aligned 10.0 m,71.21,42590,-2,10.0,2.965,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28367094,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42599/-2 aligned 12.0 m,70.75,42599,-2,12.0,2.902,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28367217,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 64363/-2 aligned 10.0 m,168.38,64363,-2,10.0,2.792,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28367299,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42544/-2 aligned 12.0 m,284.98,42544,-2,12.0,2.584,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28404341,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,85.22,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28404348,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,12.63,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28404379,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,15.3,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28421571,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,59.11,44642,-2,62.0,0.688,"runs inside existing sidewalk lane 44642/-2 (s=0.0 m, w=2.8 m) for 62.0 m; lane already present - nothing new authored (no duplication)"
28440891,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 43976/-2 aligned 2.0 m,62.94,43976,-2,2.0,2.942,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28539517,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,9.28,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28539519,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,16.27,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28612267,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 43626/-2 aligned 16.0 m,111.31,43626,-2,16.0,2.498,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28612455,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 46265/-2 aligned 10.0 m,290.35,46265,-2,10.0,2.829,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28653740,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,55.37,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28763155,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 43478/-2 aligned 8.0 m,537.06,43478,-2,8.0,2.431,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
28763452,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,72.95,43395,-2,74.0,2.922,"runs inside existing sidewalk lane 43395/-2 (s=0.0 m, w=2.8 m) for 74.0 m; lane already present - nothing new authored (no duplication)"
28970257,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,49.19,43913,-2,10.0,2.825,"runs inside existing sidewalk lane 43913/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
29002246,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 40324/-1 aligned 8.0 m,25.15,40324,-1,8.0,2.649,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29027726,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 57463/-2 aligned 6.0 m,88.05,57463,-2,6.0,1.967,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29027934,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49436/-4 aligned 10.0 m,105.04,49436,-4,10.0,2.474,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29119852,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,5.17,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29119853,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,86.64,43026,-2,82.0,1.703,"runs inside existing sidewalk lane 43026/-2 (s=0.0 m, w=2.8 m) for 82.0 m; lane already present - nothing new authored (no duplication)"
29204723,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,66.81,44310,-4,22.0,2.112,"runs inside existing sidewalk lane 44310/-4 (s=0.0 m, w=2.8 m) for 22.0 m; lane already present - nothing new authored (no duplication)"
29205271,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 64840/-2 aligned 10.0 m,63.19,64840,-2,10.0,2.957,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29213028,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,59.29,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29236658,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49146/-3 aligned 6.0 m,18.79,49146,-3,6.0,2.269,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29322382,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42147/-2 aligned 8.0 m,201.9,42147,-2,8.0,2.393,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29353452,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 48496/-3 aligned 10.0 m,120.3,48496,-3,10.0,2.769,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29353536,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 48511/-2 aligned 10.0 m,164.55,48511,-2,10.0,2.576,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29353973,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 46356/-2 aligned 8.0 m,204.4,46356,-2,8.0,2.429,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29354465,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,35.1,40214,-2,22.0,2.108,"runs inside existing sidewalk lane 40214/-2 (s=0.0 m, w=2.8 m) for 22.0 m; lane already present - nothing new authored (no duplication)"
29354466,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,46.44,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29354470,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,27.45,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29354592,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,7.09,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29354593,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,17.44,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29354882,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,12.07,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29458642,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49338/-2 aligned 6.0 m,23.66,49338,-2,6.0,2.269,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29458643,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49436/-4 aligned 6.0 m,45.24,49436,-4,6.0,1.989,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29458644,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,21.81,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29479615,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,54.68,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
29479616,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,13.15,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30055390,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 48685/-2 aligned 10.0 m,1437.14,48685,-2,10.0,2.935,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30146602,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,230.03,48939,-2,222.0,1.712,"runs inside existing sidewalk lane 48939/-2 (s=0.0 m, w=2.8 m) for 222.0 m; lane already present - nothing new authored (no duplication)"
30322413,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,27.82,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30322414,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,31.88,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30404643,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,24.53,72166,-2,10.0,1.984,"runs inside existing sidewalk lane 72166/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
30404644,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,19.25,41538,-2,22.0,0.19,"runs inside existing sidewalk lane 41538/-2 (s=0.0 m, w=2.8 m) for 22.0 m; lane already present - nothing new authored (no duplication)"
30404646,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,67.82,41538,-2,70.0,0.389,"runs inside existing sidewalk lane 41538/-2 (s=0.0 m, w=2.8 m) for 70.0 m; lane already present - nothing new authored (no duplication)"
30417935,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,116.8,44402,-2,60.0,1.83,"runs inside existing sidewalk lane 44402/-2 (s=0.0 m, w=2.8 m) for 60.0 m; lane already present - nothing new authored (no duplication)"
30435518,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 40325/-1 aligned 8.0 m,33.88,40325,-1,8.0,2.018,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30673966,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,253.15,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30851877,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,27.15,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30852154,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 45590/-2 aligned 16.0 m,1409.99,45590,-2,16.0,2.665,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30885450,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,607.84,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30887828,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 43759/-2 aligned 8.0 m,61.77,43759,-2,8.0,2.276,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
30971326,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,1144.1,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31340083,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42147/-2 aligned 8.0 m,62.03,42147,-2,8.0,2.367,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31340084,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,156.47,41435,-2,118.0,2.558,"runs inside existing sidewalk lane 41435/-2 (s=0.0 m, w=2.8 m) for 118.0 m; lane already present - nothing new authored (no duplication)"
31341464,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,18.01,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31341465,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,11.3,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31355447,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,178.28,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31361659,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,388.71,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31361856,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,2.75,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31395306,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42878/-2 aligned 10.0 m,281.97,42878,-2,10.0,2.779,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31395316,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 46317/-2 aligned 8.0 m,105.7,46317,-2,8.0,2.473,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31395320,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,53.87,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31395327,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,42.76,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31859931,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 65778/-2 aligned 8.0 m,37.27,65778,-2,8.0,2.283,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31860353,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 40620/-2 aligned 8.0 m,65.17,40620,-2,8.0,2.278,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31954852,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42715/-2 aligned 10.0 m,53.62,42715,-2,10.0,2.637,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31954857,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,21.44,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31954879,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,21.01,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31954880,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,17.8,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31959312,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,35.52,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31959320,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,131.39,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31959323,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,36.83,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31959549,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,57.7,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
31961218,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,28.6,50693,-2,34.0,1.722,"runs inside existing sidewalk lane 50693/-2 (s=0.0 m, w=2.8 m) for 34.0 m; lane already present - nothing new authored (no duplication)"
31961221,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,29.01,49407,-2,8.0,2.422,"runs inside existing sidewalk lane 49407/-2 (s=0.0 m, w=2.8 m) for 8.0 m; lane already present - nothing new authored (no duplication)"
